Training pFedFDA...
Round [162/200]  Train Loss [0.3727]     Train Acc [89.91]       Train Time [34.50]
Round [163/200]  Train Loss [0.3563]     Train Acc [90.18]       Train Time [20.86]
Round [164/200]  Train Loss [0.3537]     Train Acc [90.24]       Train Time [29.40]
Round [165/200]  Train Loss [0.3668]     Train Acc [90.22]       Train Time [27.67]
Round [166/200]  Train Loss [0.3333]     Train Acc [90.92]       Train Time [32.36]
Round [167/200]  Train Loss [0.3512]     Train Acc [90.50]       Train Time [27.79]
Round [168/200]  Train Loss [0.3536]     Train Acc [90.46]       Train Time [30.34]
Round [169/200]  Train Loss [0.3806]     Train Acc [89.95]       Train Time [29.03]
Round [170/200]  Train Loss [0.3451]     Train Acc [90.54]       Train Time [32.97]
Round [171/200]  Train Loss [0.3513]     Train Acc [90.32]       Train Time [22.91]
Round [172/200]  Train Loss [0.3806]     Train Acc [89.64]       Train Time [25.48]
Round [173/200]  Train Loss [0.3295]     Train Acc [91.01]       Train Time [29.21]
Round [174/200]  Train Loss [0.3653]     Train Acc [90.14]       Train Time [27.20]
Round [175/200]  Train Loss [0.3635]     Train Acc [90.05]       Train Time [26.46]
Round [176/200]  Train Loss [0.3425]     Train Acc [90.66]       Train Time [26.20]
Round [177/200]  Train Loss [0.3316]     Train Acc [90.89]       Train Time [27.46]
Round [178/200]  Train Loss [0.3607]     Train Acc [90.19]       Train Time [35.65]
Round [179/200]  Train Loss [0.3744]     Train Acc [89.87]       Train Time [24.21]
KL Divergence: μ=6.7963
Round [180/200]  Train Loss [0.3574]     Train Acc [90.29]       Test Loss [2.4445]     Test Acc [49.80(10.83)]         Train Time [28.04]
Round [181/200]  Train Loss [0.3457]     Train Acc [90.54]       Train Time [33.15]
Round [182/200]  Train Loss [0.3632]     Train Acc [90.10]       Train Time [34.34]
Round [183/200]  Train Loss [0.3680]     Train Acc [89.87]       Train Time [25.83]
Round [184/200]  Train Loss [0.3388]     Train Acc [90.84]       Train Time [27.04]
Round [185/200]  Train Loss [0.3317]     Train Acc [90.92]       Train Time [36.11]
Round [186/200]  Train Loss [0.3395]     Train Acc [90.66]       Train Time [27.90]
Round [187/200]  Train Loss [0.3635]     Train Acc [90.20]       Train Time [25.89]
Round [188/200]  Train Loss [0.3303]     Train Acc [90.79]       Train Time [25.75]
Round [189/200]  Train Loss [0.3517]     Train Acc [90.48]       Train Time [18.84]
Round [190/200]  Train Loss [0.3306]     Train Acc [90.84]       Train Time [35.89]
Round [191/200]  Train Loss [0.3203]     Train Acc [91.28]       Train Time [37.11]
